"id","Company","TypeName","Inches","resolution_width","resolution_height","touchscreen","cpu_brand","cpu_name","cpu_speed","ram","secondar_storage","primary_storage","memory_type","gpu_brand","gpu_name","OpSys","weight","Price"
176,"Acer","Notebook",15.6,1366,768,0,"Intel","Celeron Dual",1.1,4,"0","1024","HDD","Intel"," HD Graphics 500","windows",2.1,18541.0
177,"HP","Notebook",15.6,1920,1080,0,"Intel","Core i5",1.6,8,"0","256","SSD","Nvidia"," GeForce 930MX ","windows",2.1,46833.0
178,"Asus","Notebook",15.6,1920,1080,0,"Intel","Core i3",2.0,4,"0","1024","HDD","Intel"," HD Graphics 620","linux",2.0,20726.0
179,"MSI","Gaming",15.6,1920,1080,0,"Intel","Core i7",2.8,16,"1024","256","Hybrid","Nvidia"," GeForce GTX 1060","windows",2.4,95851.0
180,"Asus","Gaming",15.6,1920,1080,0,"Intel","Core i7",2.8,8,"0","256","SSD","Nvidia"," GeForce GTX 1050","windows",2.5,53227.0
181,"Acer","Notebook",15.6,1366,768,0,"Intel","Pentium Quad",1.1,4,"0","1024","HDD","Intel"," HD Graphics 505","windows",2.1,19368.0
182,"Dell","Gaming",15.6,1920,1080,0,"Intel","Core i7",2.8,16,"1024","256","Hybrid","Nvidia"," GeForce GTX 1060","windows",2.7,79867.0
183,"Asus","Notebook",15.6,1366,768,0,"Intel","Core i5",2.5,8,"0","1024","HDD","Nvidia"," GeForce 940MX","linux",2.3,27865.0
184,"Dell","Gaming",15.6,1920,1080,0,"Intel","Core i7",2.8,8,"1024","128","Hybrid","Nvidia"," GeForce GTX 1050","windows",2.6,56503.0
185,"HP","Notebook",14.0,1920,1080,0,"Intel","Core i5",2.6,8,"0","256","SSD","Intel"," HD Graphics 620","windows",1.5,67559.0
186,"Acer","Notebook",15.6,1920,1080,0,"Intel","Core i5",1.6,4,"0","256","SSD","Intel"," UHD Graphics 620","windows",2.2,36337.0
187,"Acer","Notebook",17.3,1920,1080,0,"Intel","Core i5",1.6,8,"0","256","SSD","Nvidia"," GeForce MX150","windows",3.0,45501.0
188,"Dell","2 in 1 Convertible",17.3,1920,1080,1,"Intel","Core i5",1.6,12,"0","1024","HDD","Nvidia"," GeForce 150MX","windows",2.8,53227.0
189,"Apple","Ultrabook",13.3,2560,1600,0,"Intel","Core i5",2.0,8,"0","256","SSD","Intel"," Iris Graphics 540","macos",1.4,75604.0
190,"HP","Notebook",13.3,1920,1080,0,"Intel","Core i5",1.6,4,"0","500","HDD","Intel"," UHD Graphics 620","windows",1.5,40173.0
191,"HP","Notebook",15.6,1920,1080,0,"Intel","Core i5",2.5,8,"0","256","SSD","Intel"," HD Graphics 620","windows",1.8,60952.0
192,"Asus","Gaming",17.3,1920,1080,0,"AMD","Ryzen 1700",3.0,8,"1024","256","Hybrid","AMD"," Radeon RX 580","windows",3.2,69211.0
193,"Dell","Notebook",15.6,1920,1080,0,"Intel","Core i5",2.5,4,"0","256","SSD","AMD"," Radeon R5 M430","windows",2.3,34046.0
194,"Asus","Notebook",15.6,1366,768,0,"Intel","Celeron Dual",1.1,4,"0","1024","HDD","Intel"," HD Graphics 500","linux",2.0,14651.0
195,"Asus","Notebook",17.3,1366,768,0,"Intel","Pentium Quad",1.1,4,"0","1024","HDD","Nvidia"," GeForce 920MX","windows",2.8,24828.0
196,"Dell","Notebook",15.6,1920,1080,0,"Intel","Core i5",1.6,8,"0","256","SSD","Nvidia"," GeForce 940MX","windows",2.0,60886.0
197,"Huawei","Ultrabook",13.0,2160,1440,0,"Intel","Core i5",2.5,8,"0","256","SSD","Intel"," HD Graphics 620","windows",1.1,71875.0
198,"HP","Notebook",17.3,1920,1080,0,"Intel","Core i5",2.5,6,"0","2048","HDD","AMD"," Radeon 520","windows",2.7,37243.0
199,"Lenovo","2 in 1 Convertible",13.9,1920,1080,1,"Intel","Core i7",1.8,8,"0","512","SSD","Intel"," UHD Graphics 620","windows",1.4,98515.0
200,"Lenovo","Notebook",15.6,1366,768,0,"AMD","A6-Series 9220",2.9,4,"0","500","HDD","AMD"," Radeon R4 Graphics","N/A",2.2,16464.0
201,"Dell","Notebook",15.6,1366,768,0,"Intel","Celeron Dual",1.6,4,"0","500","HDD","Intel"," HD Graphics","linux",2.2,14647.0
202,"Lenovo","Notebook",15.6,1920,1080,0,"AMD","A12-Series 9720P",3.6,12,"0","2048","HDD","AMD"," Radeon 530","windows",2.2,47899.0
203,"Toshiba","Notebook",15.6,1366,768,0,"Intel","Core i3",2.4,4,"0","500","HDD","Intel"," HD Graphics 620","windows",5.4,26054.0
204,"HP","Notebook",15.6,1920,1080,0,"Intel","Core i3",2.4,8,"0","1024","HDD","Nvidia"," GeForce 930MX ","windows",2.1,38148.0
205,"Acer","Notebook",17.3,1920,1080,0,"Intel","Core i3",2.7,4,"0","256","SSD","Nvidia"," GeForce MX130","windows",3.0,37403.0
206,"Lenovo","2 in 1 Convertible",13.9,3840,2160,1,"Intel","Core i7",1.8,16,"0","512","SSD","Intel"," UHD Graphics 620","windows",1.4,111835.0
207,"HP","Notebook",17.3,1920,1080,0,"Intel","Core i5",1.6,8,"0","256","SSD","Nvidia"," GeForce 930MX","windows",2.5,49177.0
208,"Dell","Ultrabook",13.3,1920,1080,0,"Intel","Core i5",1.6,8,"0","256","SSD","Intel"," UHD Graphics 620","windows",1.4,50563.0
209,"Dell","Notebook",15.6,1366,768,0,"Intel","Core i3",2.4,8,"0","1024","HDD","Intel"," HD Graphics 620","windows",2.3,24456.0
210,"HP","Notebook",15.6,1366,768,0,"AMD","A6-Series A6-9220",2.5,8,"0","128","SSD","AMD"," Radeon R4 Graphics","windows",1.9,23758.0
211,"Acer","Notebook",15.6,1366,768,0,"Intel","Core i3",2.0,4,"0","128","SSD","Intel"," HD Graphics 520","windows",2.1,23923.0
212,"MSI","Gaming",18.4,1920,1080,0,"Intel","Core i7",2.9,32,"1024","512","Hybrid","Nvidia"," GTX 980 SLI","windows",4.4,149131.0
213,"Dell","Ultrabook",13.3,1920,1080,0,"Intel","Core i7",1.8,8,"0","256","SSD","Intel"," UHD Graphics 620","windows",1.2,84129.0
214,"Acer","Notebook",15.6,1920,1080,0,"Intel","Core i7",1.8,8,"0","256","SSD","Nvidia"," GeForce MX150","windows",2.2,44808.0
215,"HP","Notebook",17.3,1920,1080,0,"Intel","Core i7",1.8,16,"0","1024","HDD","Nvidia"," GeForce MX150","windows",2.9,56424.0
216,"Lenovo","Gaming",15.6,1920,1080,0,"Intel","Core i7",2.8,16,"2048","256","Hybrid","Nvidia"," GeForce GTX 1050 Ti","windows",2.4,60153.0
217,"MSI","Gaming",17.3,1920,1080,0,"Intel","Core i7",2.8,16,"1024","512","Hybrid","Nvidia"," GeForce GTX 1070","windows",4.1,133147.0
218,"HP","Notebook",14.0,1366,768,0,"Intel","Celeron Dual",1.6,2,"0","32","Flash Storage","Intel"," HD Graphics 400","windows",1.4,14865.0
219,"Dell","Ultrabook",15.6,1920,1080,0,"Intel","Core i7",1.9,16,"256","512","SSD","Intel"," UHD Graphics 620","windows",1.9,85672.0
220,"Lenovo","Notebook",15.6,1920,1080,0,"Intel","Core i5",2.5,8,"1024","128","Hybrid","AMD"," R17M-M1-70","windows",1.9,43317.0
221,"HP","2 in 1 Convertible",13.3,3840,2160,1,"Intel","Core i5",1.6,8,"0","256","SSD","Intel"," UHD Graphics 620","windows",1.3,79867.0
222,"Lenovo","2 in 1 Convertible",15.6,1920,1080,1,"Intel","Core i7",2.8,8,"0","512","SSD","Nvidia"," GeForce GTX 1050M","windows",2.0,90523.0
223,"Asus","2 in 1 Convertible",11.6,1366,768,1,"Intel","Celeron Dual",1.1,4,"0","32","Flash Storage","Intel"," HD Graphics 500","windows",1.5,19980.0
224,"Dell","Notebook",15.6,1920,1080,0,"Intel","Core i7",1.8,16,"2048","256","Hybrid","AMD"," Radeon 530","linux",2.0,55891.0
225,"Dell","Notebook",17.3,1920,1080,0,"Intel","Core i7",1.8,8,"1024","128","Hybrid","AMD"," Radeon 530","windows",2.8,60846.0
226,"Dell","Ultrabook",13.3,1920,1080,0,"Intel","Core i5",1.6,8,"0","256","SSD","Intel"," UHD Graphics 620","windows",1.2,74539.0
227,"Dell","Ultrabook",15.6,1920,1080,0,"Intel","Core i5",1.6,8,"0","1024","HDD","AMD"," Radeon 530","windows",0.0,35325.0
228,"HP","Notebook",15.6,1920,1080,0,"Intel","Core i7",2.7,8,"0","256","SSD","Intel"," HD Graphics 620","windows",1.8,69477.0
229,"Lenovo","Notebook",15.6,1920,1080,0,"Intel","Core i3",2.0,4,"0","256","SSD","Intel"," HD Graphics 520","N/A",2.2,23656.0
230,"MSI","Gaming",17.3,1920,1080,0,"Intel","Core i7",2.8,8,"1024","128","Hybrid","Nvidia"," GeForce GTX 1060","windows",2.7,75072.0
231,"HP","Notebook",15.6,1920,1080,0,"Intel","Core i5",1.6,4,"0","500","HDD","Intel"," HD Graphics 620","windows",2.1,38468.0
232,"HP","Notebook",15.6,1920,1080,0,"AMD","A6-Series 9220",2.5,4,"0","256","SSD","AMD"," Radeon R4 Graphics","windows",1.9,21232.0
233,"HP","Notebook",13.3,1920,1080,0,"Intel","Core i7",1.8,8,"0","512","SSD","Intel"," UHD Graphics 620","windows",1.5,58768.0
234,"Acer","Notebook",15.6,1366,768,0,"Intel","Core i3",2.4,4,"0","1024","HDD","Intel"," HD Graphics 620","windows",2.4,20460.0
235,"Dell","Notebook",15.6,1920,1080,0,"Intel","Core i7",1.8,8,"0","256","SSD","AMD"," Radeon 520","windows",2.1,40908.0
236,"Lenovo","2 in 1 Convertible",13.9,3840,2160,1,"Intel","Core i7",1.8,16,"0","512","SSD","Intel"," UHD Graphics 620","windows",1.4,98515.0
237,"HP","Notebook",15.6,1920,1080,0,"Intel","Core i3",2.0,4,"0","128","SSD","Intel"," HD Graphics 520","windows",1.9,23390.0
238,"Toshiba","Notebook",15.6,1366,768,0,"Intel","Core i5",2.5,8,"0","128","SSD","Intel"," HD Graphics 620","windows",2.0,42251.0
239,"Xiaomi","Notebook",15.6,1920,1080,0,"Intel","Core i5",1.6,8,"0","256","SSD","Nvidia"," GeForce MX150","N/A",2.0,63883.0
240,"Asus","Notebook",15.6,1366,768,0,"Intel","Core i5",2.5,4,"0","256","SSD","Intel"," HD Graphics 620","windows",2.0,31232.0
241,"MSI","Gaming",17.3,1920,1080,0,"Intel","Core i7",2.8,16,"2048","256","Hybrid","Nvidia"," GeForce GTX 1070","windows",2.4,130483.0
242,"Dell","Notebook",15.6,1920,1080,0,"Intel","Core i5",2.5,4,"0","1024","HDD","Intel"," HD Graphics 620","windows",2.2,35005.0
243,"Dell","Notebook",17.3,1920,1080,1,"Intel","Core i7",1.8,16,"0","512","SSD","Nvidia"," GeForce 150MX","windows",2.8,82531.0
244,"Dell","Notebook",15.6,1920,1080,0,"Intel","Core i5",2.5,8,"0","1024","HDD","AMD"," Radeon R5 M430","windows",2.2,30103.0
245,"Asus","Notebook",15.6,1920,1080,0,"Intel","Core i3",2.0,4,"0","256","SSD","Intel"," HD Graphics 520","linux",2.0,22111.0
246,"Dell","Notebook",15.6,3840,2160,1,"Intel","Core i7",2.8,16,"0","512","SSD","Nvidia"," GeForce GTX 1050","windows",2.1,127712.0
247,"Dell","Notebook",17.3,1920,1080,0,"Intel","Core i7",1.8,16,"2048","256","Hybrid","AMD"," Radeon 530","windows",2.8,69211.0
248,"Dell","2 in 1 Convertible",15.6,1920,1080,1,"Intel","Core i5",1.6,8,"0","256","SSD","Intel"," UHD Graphics 620","windows",2.7,42571.0
249,"Asus","2 in 1 Convertible",13.3,1920,1080,1,"Intel","Core i7",1.8,8,"512","512","SSD","Intel"," UHD Graphics 620","windows",4.1,79867.0
250,"Dell","Ultrabook",14.0,1920,1080,0,"Intel","Core i5",1.6,8,"0","256","SSD","Intel"," UHD Graphics 620","windows",1.7,46833.0
251,"Lenovo","Notebook",14.0,1920,1080,0,"Intel","Core i3",2.7,8,"0","256","SSD","Intel"," HD Graphics 620","N/A",1.7,31915.0
252,"HP","Notebook",17.3,1920,1080,0,"Intel","Core i7",1.8,8,"0","1024","HDD","Nvidia"," GeForce 930MX ","windows",2.5,54239.0
253,"Asus","Notebook",14.0,1920,1080,0,"Intel","Core i5",1.6,8,"0","256","SSD","Intel"," UHD Graphics 620","windows",1.4,50136.0
254,"HP","Notebook",15.6,1920,1080,0,"Intel","Core i5",2.5,8,"0","256","SSD","Intel"," HD Graphics 620","windows",1.9,36763.0
255,"Lenovo","Gaming",15.6,1920,1080,0,"Intel","Core i5",2.5,8,"0","256","SSD","Nvidia"," GeForce GTX 1050","N/A",2.4,41505.0
256,"Asus","Ultrabook",15.6,1920,1080,0,"Intel","Core i7",2.8,16,"0","512","SSD","Nvidia"," GeForce GTX 1050 Ti","windows",1.8,105654.0
257,"Lenovo","Notebook",15.6,1920,1080,0,"Intel","Core i7",1.8,8,"0","256","SSD","Intel"," UHD Graphics 620","windows",2.1,46886.0
258,"Acer","Ultrabook",13.3,1920,1080,0,"Intel","Core i5",1.2,8,"0","256","SSD","Intel"," HD Graphics 615","windows",1.1,52694.0
259,"HP","Notebook",15.6,1366,768,0,"Intel","Core i3",2.0,4,"0","500","HDD","AMD"," Radeon 520","windows",1.9,23373.0
260,"HP","Workstation",15.6,1920,1080,0,"Intel","Core i7",2.8,8,"0","256","SSD","Nvidia"," Quadro M1200","windows",2.6,92615.0
261,"Dell","Notebook",17.3,1920,1080,0,"Intel","Core i7",1.8,8,"1024","128","Hybrid","AMD"," Radeon 530","windows",2.8,57809.0
262,"Apple","Ultrabook",13.3,2560,1600,0,"Intel","Core i5",2.9,8,"0","512","SSD","Intel"," Iris Graphics 550","macos",1.4,104370.0
263,"HP","Notebook",14.0,1366,768,0,"Intel","Celeron Dual",1.6,4,"0","32","SSD","Intel"," HD Graphics 400","windows",1.4,12201.0
264,"Lenovo","Notebook",15.6,1920,1080,0,"Intel","Core i5",2.5,4,"0","1024","HDD","Intel"," HD Graphics 620","windows",1.9,29251.0
265,"Asus","Gaming",17.3,1920,1080,0,"AMD","Ryzen 1700",3.0,16,"1024","256","Hybrid","AMD"," Radeon RX 580","windows",3.2,82531.0
266,"Asus","Gaming",17.3,1920,1080,0,"Intel","Core i7",2.8,12,"0","1024","HDD","Nvidia"," GeForce GTX 1050 Ti","linux",3.0,50563.0
267,"Toshiba","Notebook",15.6,1920,1080,0,"Intel","Core i7",2.5,16,"0","512","SSD","Nvidia"," GeForce 930M","windows",2.4,74752.0
268,"Vero","Notebook",14.0,1920,1080,0,"Intel","Celeron Dual",1.1,4,"0","32","Flash Storage","Intel"," HD Graphics 500","windows",1.3,13853.0
269,"Dell","Notebook",15.6,1920,1080,0,"Intel","Core i7",1.8,8,"0","256","SSD","AMD"," Radeon 520","linux",2.1,39165.0
270,"Dell","Notebook",15.6,1920,1080,0,"Intel","Core i7",1.8,8,"2048","128","Hybrid","AMD"," Radeon 530","windows",2.0,51730.0
271,"Microsoft","Ultrabook",13.5,2256,1504,1,"Intel","Core i5",2.5,4,"0","128","SSD","Intel"," HD Graphics 620","windows",1.3,58022.0
272,"Lenovo","Notebook",15.6,1366,768,0,"Intel","Celeron Dual",1.1,4,"0","1024","HDD","Intel"," HD Graphics 500","N/A",2.2,17156.0
273,"Xiaomi","Ultrabook",13.3,1920,1080,0,"Intel","Core i5",2.5,8,"0","256","SSD","Nvidia"," GeForce MX150","N/A",1.3,53275.0
274,"Dell","Ultrabook",13.3,1920,1080,0,"Intel","Core i7",1.8,64,"0","256","SSD","AMD"," Radeon 530","windows",1.4,50882.0
275,"Lenovo","2 in 1 Convertible",14.0,2560,1440,1,"Intel","Core i7",2.6,16,"0","512","SSD","Intel"," HD Graphics 520","windows",1.4,133147.0
276,"Dell","Notebook",15.6,1920,1080,0,"Intel","Core i7",1.8,8,"0","256","SSD","AMD"," Radeon 530","windows",2.2,46354.0
277,"Lenovo","Notebook",17.3,1600,900,0,"Intel","Core i5",1.6,8,"0","256","SSD","Nvidia"," GeForce MX150","N/A",2.8,37189.0
278,"MSI","Gaming",17.3,1920,1080,0,"Intel","Core i5",2.5,8,"1024","128","Hybrid","Nvidia"," GeForce GTX 1050","windows",2.7,58342.0
279,"Dell","Gaming",15.6,1920,1080,0,"Intel","Core i5",2.5,8,"0","1024","HDD","Nvidia"," GeForce GTX 1050","windows",2.7,53227.0
280,"Acer","Notebook",14.0,1366,768,0,"Intel","Core i3",2.0,8,"0","1024","HDD","Intel"," HD Graphics 520","windows",2.1,20726.0
281,"Dell","2 in 1 Convertible",13.3,1920,1080,1,"Intel","Core i7",1.8,8,"0","1024","HDD","Intel"," UHD Graphics 620","windows",1.6,44702.0
282,"Toshiba","Notebook",15.6,1366,768,0,"Intel","Core i7",2.5,8,"0","500","HDD","Nvidia"," GeForce 930M","windows",2.2,43263.0
283,"Dell","Notebook",15.6,1366,768,1,"Intel","Core i5",2.5,8,"0","2048","HDD","Intel"," HD Graphics 620","windows",2.4,29697.0
284,"Dell","Notebook",15.6,1366,768,0,"Intel","Core i7",2.7,12,"0","1024","HDD","Intel"," HD Graphics 620","windows",2.3,37992.0
285,"Dell","Notebook",17.3,1920,1080,0,"Intel","Core i7",1.8,8,"1024","128","Hybrid","AMD"," Radeon 530","linux",2.8,58555.0
286,"Asus","Gaming",15.6,1920,1080,0,"Intel","Core i7",2.8,8,"0","1024","HDD","Nvidia"," GeForce GTX 1050","windows",2.2,50563.0
287,"HP","Notebook",17.3,1920,1080,0,"Intel","Core i5",1.6,8,"0","1024","HDD","Nvidia"," GeForce 930MX","windows",2.5,48698.0
288,"Acer","Notebook",15.6,1920,1080,0,"Intel","Core i7",1.8,8,"0","1024","HDD","Nvidia"," GeForce MX130","windows",2.2,39694.0
289,"Lenovo","Notebook",15.6,1920,1080,0,"Intel","Core i5",2.5,8,"0","2048","HDD","Intel"," HD Graphics 620","N/A",2.2,27652.0
290,"Dell","Notebook",14.0,1920,1080,0,"Intel","Core i5",2.6,8,"0","256","SSD","Intel"," HD Graphics 620","windows",1.4,76031.0
291,"Razer","Gaming",17.3,3840,2160,1,"Intel","Core i7",2.9,32,"0","1024","SSD","Nvidia"," GeForce GTX 1080","windows",3.5,324955.0
292,"Dell","Notebook",15.6,1920,1080,0,"Intel","Core i7",1.8,8,"1024","128","Hybrid","Intel"," UHD Graphics 620","windows",2.0,45554.0
293,"HP","Notebook",15.6,1366,768,0,"Intel","Core i3",2.0,4,"0","500","HDD","Intel"," HD Graphics 520","windows",1.9,23390.0
294,"Acer","Notebook",15.6,1920,1080,0,"Intel","Core i3",2.7,4,"0","1024","HDD","Nvidia"," GeForce MX130","windows",2.2,28238.0
295,"Lenovo","Notebook",17.3,1600,900,0,"Intel","Core i3",2.0,4,"0","1024","HDD","Intel"," HD Graphics 520","windows",2.8,26054.0
296,"Asus","Notebook",14.0,1920,1080,0,"Intel","Core i5",2.5,8,"0","256","SSD","Intel"," HD Graphics 620","windows",2.0,50350.0
297,"Lenovo","Notebook",17.3,1920,1080,0,"Intel","Core i7",1.8,8,"0","2048","HDD","Nvidia"," GeForce MX150","N/A",2.8,45235.0
298,"Lenovo","Notebook",17.3,1600,900,0,"Intel","Core i5",2.5,6,"1024","128","Hybrid","Nvidia"," GeForce GTX 940MX","windows",2.8,38308.0
299,"Lenovo","Notebook",17.3,1600,900,0,"Intel","Core i7",2.7,6,"1024","128","Hybrid","Nvidia"," GeForce 940MX","windows",2.8,45768.0
300,"Dell","Notebook",15.6,1920,1080,0,"Intel","Core i3",2.0,4,"0","1024","HDD","AMD"," Radeon R5 M430","linux",2.3,22804.0
301,"HP","Notebook",15.6,1920,1080,0,"Intel","Core i5",2.5,8,"0","1024","HDD","Intel"," HD Graphics 620","windows",1.9,34046.0
302,"Lenovo","Notebook",15.6,1366,768,0,"Intel","Core i3",2.0,8,"0","256","SSD","Nvidia"," GeForce 920MX ","N/A",2.2,26587.0
303,"Lenovo","Gaming",15.6,1920,1080,0,"Intel","Core i5",2.5,8,"0","256","SSD","Nvidia"," GeForce GTX 1050","windows",2.5,44169.0
304,"HP","Notebook",15.6,1366,768,0,"Intel","Pentium Quad",1.6,8,"0","2048","HDD","Intel"," HD Graphics 405","windows",2.0,20726.0
305,"Lenovo","Notebook",15.6,1920,1080,0,"Intel","Core i5",2.5,6,"0","256","SSD","Intel"," HD Graphics 620","windows",2.2,30849.0
306,"Dell","Notebook",17.3,1920,1080,0,"Intel","Core i5",1.6,8,"1024","128","Hybrid","AMD"," Radeon 530","windows",2.8,57809.0
307,"Acer","Notebook",15.6,1920,1080,0,"Intel","Core i7",1.8,8,"0","256","SSD","Nvidia"," GeForce MX150","windows",3.0,50669.0
308,"Lenovo","Gaming",15.6,1920,1080,0,"Intel","Core i5",2.5,8,"1024","128","Hybrid","Nvidia"," GeForce GTX 1050","N/A",2.4,43104.0
309,"Acer","Notebook",15.6,1920,1080,1,"Intel","Core i7",2.7,12,"0","1024","HDD","Intel"," HD Graphics 620","windows",2.2,35112.0
310,"Dell","Notebook",15.6,1920,1080,0,"Intel","Core i7",2.7,8,"0","256","SSD","AMD"," Radeon R7 M445","windows",2.3,47899.0
311,"Lenovo","Notebook",15.6,1920,1080,0,"Intel","Core i7",2.7,8,"0","256","SSD","Intel"," HD Graphics 630","windows",2.0,58448.0
312,"HP","Notebook",13.3,1920,1080,0,"Intel","Core i5",1.6,8,"0","512","SSD","Intel"," UHD Graphics 620","windows",1.5,51096.0
313,"HP","Gaming",17.3,1920,1080,0,"Intel","Core i7",2.8,16,"1024","256","Hybrid","Nvidia"," GeForce GTX 1050","windows",3.4,73473.0
314,"HP","Ultrabook",14.0,1920,1080,0,"Intel","Core i7",2.7,8,"0","256","SSD","Intel"," HD Graphics 620","windows",1.4,93240.0
315,"Asus","Ultrabook",15.6,1920,1080,0,"Intel","Core i5",2.5,8,"0","256","SSD","Nvidia"," GeForce 940MX","windows",1.7,52055.0
316,"Asus","2 in 1 Convertible",15.6,1920,1080,1,"Intel","Core i7",2.7,12,"2048","512","Hybrid","Nvidia"," GeForce GT 940MX","windows",2.3,58555.0
317,"Lenovo","Gaming",15.6,1920,1080,0,"Intel","Core i7",2.8,16,"1024","256","Hybrid","Nvidia"," GeForce GTX 1050 Ti","windows",2.5,62817.0
318,"HP","Notebook",17.3,1920,1080,0,"Intel","Core i7",1.8,8,"0","256","SSD","Nvidia"," GeForce 930MX ","windows",2.5,55678.0
319,"HP","Notebook",17.3,1920,1080,0,"Intel","Core i5",1.6,8,"1024","128","Hybrid","Nvidia"," GeForce 930MX","windows",2.5,52055.0
320,"Acer","Notebook",15.6,1366,768,0,"AMD","A9-Series 9420",3.0,4,"0","128","SSD","AMD"," Radeon R5","windows",2.1,22697.0
321,"Lenovo","Notebook",15.6,1920,1080,0,"Intel","Core i7",2.7,8,"0","1024","HDD","Nvidia"," GeForce 940MX","N/A",2.2,35112.0
322,"Dell","Gaming",15.6,3840,2160,0,"Intel","Core i7",2.8,16,"1024","512","Hybrid","Nvidia"," GeForce GTX 1060","windows",2.7,98302.0
323,"Dell","Ultrabook",15.6,1920,1080,0,"Intel","Core i5",1.6,8,"0","256","SSD","Intel"," UHD Graphics 620","windows",1.9,58403.0
324,"Apple","Ultrabook",12.0,2304,1440,0,"Intel","Core i5",1.3,8,"0","512","SSD","Intel"," HD Graphics 615","macos",0.9,80453.0
325,"Asus","Gaming",17.3,1920,1080,0,"AMD","Ryzen 1700",3.0,16,"1024","256","Hybrid","AMD"," Radeon RX 580","windows",3.3,117163.0
326,"Acer","Notebook",15.6,1366,768,0,"Intel","Celeron Dual",1.5,2,"0","16","SSD","Intel"," HD Graphics","other",2.2,10603.0
327,"Lenovo","Notebook",15.6,1366,768,0,"Intel","Core i5",2.3,4,"0","128","SSD","Intel"," HD Graphics 520","windows",2.1,26267.0
328,"HP","Notebook",14.0,1920,1080,0,"Intel","Core i5",1.6,8,"0","256","SSD","Intel"," HD Graphics 620","windows",1.6,45821.0
329,"Acer","Notebook",15.6,1920,1080,0,"Intel","Core i7",2.7,8,"0","1024","HDD","Nvidia"," GeForce 940MX","windows",2.2,39534.0
330,"Lenovo","Notebook",17.3,1600,900,0,"AMD","A8-Series 7410",2.2,4,"0","128","SSD","AMD"," Radeon R5","windows",2.6,26054.0
331,"Asus","Gaming",17.3,1920,1080,0,"Intel","Core i7",2.8,8,"0","1024","HDD","Nvidia"," GeForce GTX 1050","windows",3.0,63243.0
332,"Dell","2 in 1 Convertible",13.3,1920,1080,1,"Intel","Core i7",1.8,8,"0","256","SSD","Intel"," UHD Graphics 620","windows",1.6,46301.0
333,"HP","Notebook",17.3,1600,900,0,"Intel","Core i3",2.0,8,"0","1024","HDD","Intel"," HD Graphics 520","windows",2.5,26054.0
334,"HP","Notebook",15.6,1920,1080,0,"AMD","A9-Series 9420",3.0,4,"0","256","SSD","AMD"," Radeon R5","windows",1.9,26053.0
335,"Lenovo","Gaming",15.6,1920,1080,0,"Intel","Core i7",2.8,16,"1024","512","Hybrid","Nvidia"," GeForce GTX 1060","windows",3.2,93187.0
336,"Lenovo","Notebook",15.6,1920,1080,0,"AMD","A6-Series 9220",2.5,4,"0","128","SSD","AMD"," R4 Graphics","windows",2.2,21259.0
337,"Dell","Notebook",15.6,1920,1080,0,"Intel","Core i7",2.8,8,"0","256","SSD","Nvidia"," GeForce GTX 1050","windows",2.0,97449.0
338,"Lenovo","Netbook",11.6,1366,768,0,"Intel","Celeron Quad",1.1,4,"0","128","SSD","Intel"," HD Graphics 500","windows",1.6,29464.0
339,"Lenovo","Notebook",15.6,1920,1080,0,"Intel","Core i5",1.6,8,"0","256","SSD","Intel"," UHD Graphics 620","windows",2.1,39374.0
340,"Acer","Notebook",15.6,1366,768,0,"AMD","A9-Series 9420",3.0,4,"0","1024","HDD","AMD"," Radeon R5","windows",2.1,21046.0
341,"Lenovo","Gaming",15.6,1920,1080,0,"Intel","Core i7",2.8,8,"0","1024","HDD","Nvidia"," GeForce GTX 1060","windows",3.2,69211.0
342,"Dell","Gaming",15.6,1920,1080,0,"Intel","Core i7",2.8,16,"1024","128","Hybrid","Nvidia"," GeForce GTX 1050 Ti","windows",2.7,71875.0
343,"Dell","Notebook",15.6,1366,768,0,"Intel","Celeron Dual",1.6,4,"0","500","HDD","Intel"," HD Graphics 400","windows",1.8,16464.0
344,"HP","Ultrabook",15.6,1920,1080,0,"Intel","Core i7",1.8,8,"0","256","SSD","Nvidia"," GeForce GTX 940MX","windows",1.8,37243.0
345,"Asus","Notebook",14.0,1366,768,0,"Intel","Celeron Dual",1.1,4,"0","32","Flash Storage","Intel"," HD Graphics 500","windows",1.5,15238.0
346,"Acer","Notebook",15.6,1920,1080,0,"Intel","Core i7",2.8,8,"0","1024","HDD","Nvidia"," GeForce GTX 1050","linux",2.4,45075.0
347,"HP","Gaming",17.3,1920,1080,0,"Intel","Core i7",2.8,8,"1024","128","Hybrid","Nvidia"," GeForce GTX 1050","windows",3.4,63456.0
348,"Lenovo","Notebook",15.6,1920,1080,0,"Intel","Core i3",2.0,4,"0","128","SSD","Intel"," HD Graphics 520","N/A",1.9,21498.0
349,"HP","Notebook",15.6,1920,1080,0,"Intel","Core i5",2.5,8,"0","256","SSD","Intel"," HD Graphics 620","windows",2.0,31914.0
350,"Asus","Gaming",15.6,1920,1080,0,"Intel","Core i7",2.8,8,"1024","128","Hybrid","Nvidia"," GeForce GTX 1060","windows",2.3,88178.0
351,"Lenovo","Notebook",25.6,1920,1080,0,"Intel","Core i5",1.6,8,"1024","256","Hybrid","AMD"," Radeon RX 550","windows",2.1,60979.0
352,"Lenovo","Notebook",14.0,1920,1080,0,"Intel","Core i5",2.5,8,"0","256","SSD","Nvidia"," GeForce 940MX","windows",1.5,58555.0
