"id";"Company";"TypeName";"Inches";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"ram";"secondar_storage";"primary_storage";"memory_type";"gpu_brand";"gpu_name";"OpSys";"weight";"Price"
163;"Acer";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";1.6;4;"0";"256";"SSD";"Nvidia";" GeForce MX150";"windows";3.0;42890.4
164;"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i7";1.8;16;"0";"512";"SSD";"Intel";" UHD Graphics 620";"windows";1.2;99580.32
165;"Apple";"Ultrabook";13.3;1440;900;0;"Intel";"Core i5";1.6;8;"0";"256";"Flash Storage";"Intel";" HD Graphics 6000";"macos";1.4;53173.44
166;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"1024";"256";"Hybrid";"Nvidia";" GeForce GTX 1050 Ti";"windows";2.7;63882.72
167;"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.1;4;"0";"64";"Flash Storage";"Intel";" HD Graphics 500";"windows";1.4;13266.72
168;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.7;4;"0";"1024";"HDD";"Intel";" HD Graphics 620";"linux";2.1;19553.76
169;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"0";"256";"SSD";"AMD";" Radeon 520";"windows";2.1;38787.84
170;"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"0";"256";"SSD";"Intel";" HD Graphics 620";"windows";2.0;50243.04
171;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"0";"256";"SSD";"Nvidia";" GeForce GTX 1050 Ti";"windows";2.5;57489.12
172;"Asus";"Notebook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"1024";"256";"Hybrid";"Intel";" HD Graphics 620";"windows";2.0;71075.52
173;"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";1.6;8;"1024";"128";"Hybrid";"AMD";" Radeon 530";"windows";2.8;52161.12
174;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"0";"1024";"HDD";"Intel";" HD Graphics 520";"windows";1.9;23922.72
175;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"0";"1024";"HDD";"Intel";" HD Graphics 620";"windows";1.9;26037.4032
176;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"0";"1024";"HDD";"Intel";" HD Graphics 500";"windows";2.1;18541.44
177;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"0";"256";"SSD";"Nvidia";" GeForce 930MX ";"windows";2.1;46833.12
178;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"0";"1024";"HDD";"Intel";" HD Graphics 620";"linux";2.0;20725.92
179;"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"1024";"256";"Hybrid";"Nvidia";" GeForce GTX 1060";"windows";2.4;95850.72
180;"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"0";"256";"SSD";"Nvidia";" GeForce GTX 1050";"windows";2.5;53226.72
181;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.1;4;"0";"1024";"HDD";"Intel";" HD Graphics 505";"windows";2.1;19367.8128
182;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"1024";"256";"Hybrid";"Nvidia";" GeForce GTX 1060";"windows";2.7;79866.72
183;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"0";"1024";"HDD";"Nvidia";" GeForce 940MX";"linux";2.3;27864.9072
184;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"1024";"128";"Hybrid";"Nvidia";" GeForce GTX 1050";"windows";2.6;56502.9072
185;"HP";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.6;8;"0";"256";"SSD";"Intel";" HD Graphics 620";"windows";1.5;67559.04
186;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"0";"256";"SSD";"Intel";" UHD Graphics 620";"windows";2.2;36336.96
187;"Acer";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";1.6;8;"0";"256";"SSD";"Nvidia";" GeForce MX150";"windows";3.0;45501.12
188;"Dell";"2 in 1 Convertible";17.3;1920;1080;1;"Intel";"Core i5";1.6;12;"0";"1024";"HDD";"Nvidia";" GeForce 150MX";"windows";2.8;53226.72
189;"Apple";"Ultrabook";13.3;2560;1600;0;"Intel";"Core i5";2.0;8;"0";"256";"SSD";"Intel";" Iris Graphics 540";"macos";1.4;75604.32
190;"HP";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";1.6;4;"0";"500";"HDD";"Intel";" UHD Graphics 620";"windows";1.5;40173.12
191;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"0";"256";"SSD";"Intel";" HD Graphics 620";"windows";1.8;60952.32
192;"Asus";"Gaming";17.3;1920;1080;0;"AMD";"Ryzen 1700";3.0;8;"1024";"256";"Hybrid";"AMD";" Radeon RX 580";"windows";3.2;69210.72
193;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"0";"256";"SSD";"AMD";" Radeon R5 M430";"windows";2.3;34045.92
194;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"0";"1024";"HDD";"Intel";" HD Graphics 500";"linux";2.0;14651.4672
195;"Asus";"Notebook";17.3;1366;768;0;"Intel";"Pentium Quad";1.1;4;"0";"1024";"HDD";"Nvidia";" GeForce 920MX";"windows";2.8;24828.48
196;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"0";"256";"SSD";"Nvidia";" GeForce 940MX";"windows";2.0;60885.72
197;"Huawei";"Ultrabook";13.0;2160;1440;0;"Intel";"Core i5";2.5;8;"0";"256";"SSD";"Intel";" HD Graphics 620";"windows";1.1;71874.72
198;"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";2.5;6;"0";"2048";"HDD";"AMD";" Radeon 520";"windows";2.7;37242.72
199;"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;"Intel";"Core i7";1.8;8;"0";"512";"SSD";"Intel";" UHD Graphics 620";"windows";1.4;98514.72
200;"Lenovo";"Notebook";15.6;1366;768;0;"AMD";"A6-Series 9220";2.9;4;"0";"500";"HDD";"AMD";" Radeon R4 Graphics";"N/A";2.2;16463.52
201;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"0";"500";"HDD";"Intel";" HD Graphics";"linux";2.2;14646.672
202;"Lenovo";"Notebook";15.6;1920;1080;0;"AMD";"A12-Series 9720P";3.6;12;"0";"2048";"HDD";"AMD";" Radeon 530";"windows";2.2;47898.72
203;"Toshiba";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;4;"0";"500";"HDD";"Intel";" HD Graphics 620";"windows";5.4;26053.92
204;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.4;8;"0";"1024";"HDD";"Nvidia";" GeForce 930MX ";"windows";2.1;38148.48
205;"Acer";"Notebook";17.3;1920;1080;0;"Intel";"Core i3";2.7;4;"0";"256";"SSD";"Nvidia";" GeForce MX130";"windows";3.0;37402.56
206;"Lenovo";"2 in 1 Convertible";13.9;3840;2160;1;"Intel";"Core i7";1.8;16;"0";"512";"SSD";"Intel";" UHD Graphics 620";"windows";1.4;111834.72
207;"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";1.6;8;"0";"256";"SSD";"Nvidia";" GeForce 930MX";"windows";2.5;49177.44
208;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";1.6;8;"0";"256";"SSD";"Intel";" UHD Graphics 620";"windows";1.4;50562.72
209;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;8;"0";"1024";"HDD";"Intel";" HD Graphics 620";"windows";2.3;24455.52
210;"HP";"Notebook";15.6;1366;768;0;"AMD";"A6-Series A6-9220";2.5;8;"0";"128";"SSD";"AMD";" Radeon R4 Graphics";"windows";1.9;23757.552
211;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"0";"128";"SSD";"Intel";" HD Graphics 520";"windows";2.1;23922.72
212;"MSI";"Gaming";18.4;1920;1080;0;"Intel";"Core i7";2.9;32;"1024";"512";"Hybrid";"Nvidia";" GTX 980 SLI";"windows";4.4;149130.72
213;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";1.8;8;"0";"256";"SSD";"Intel";" UHD Graphics 620";"windows";1.2;84129.12
214;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"0";"256";"SSD";"Nvidia";" GeForce MX150";"windows";2.2;44808.48
215;"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;16;"0";"1024";"HDD";"Nvidia";" GeForce MX150";"windows";2.9;56423.52
216;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"2048";"256";"Hybrid";"Nvidia";" GeForce GTX 1050 Ti";"windows";2.4;60153.12
217;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"1024";"512";"Hybrid";"Nvidia";" GeForce GTX 1070";"windows";4.1;133146.72
218;"HP";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;2;"0";"32";"Flash Storage";"Intel";" HD Graphics 400";"windows";1.4;14865.12
219;"Dell";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";1.9;16;"256";"512";"SSD";"Intel";" UHD Graphics 620";"windows";1.9;85672.1088
220;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"1024";"128";"Hybrid";"AMD";" R17M-M1-70";"windows";1.9;43316.64
221;"HP";"2 in 1 Convertible";13.3;3840;2160;1;"Intel";"Core i5";1.6;8;"0";"256";"SSD";"Intel";" UHD Graphics 620";"windows";1.3;79866.72
222;"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";2.8;8;"0";"512";"SSD";"Nvidia";" GeForce GTX 1050M";"windows";2.0;90522.72
223;"Asus";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Celeron Dual";1.1;4;"0";"32";"Flash Storage";"Intel";" HD Graphics 500";"windows";1.5;19980.0
224;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;16;"2048";"256";"Hybrid";"AMD";" Radeon 530";"linux";2.0;55890.72
225;"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"1024";"128";"Hybrid";"AMD";" Radeon 530";"windows";2.8;60845.76
226;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";1.6;8;"0";"256";"SSD";"Intel";" UHD Graphics 620";"windows";1.2;74538.72
227;"Dell";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"0";"1024";"HDD";"AMD";" Radeon 530";"windows";0.0;35324.64
228;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"0";"256";"SSD";"Intel";" HD Graphics 620";"windows";1.8;69477.12
229;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"0";"256";"SSD";"Intel";" HD Graphics 520";"N/A";2.2;23656.32
230;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"1024";"128";"Hybrid";"Nvidia";" GeForce GTX 1060";"windows";2.7;75071.52
231;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"0";"500";"HDD";"Intel";" HD Graphics 620";"windows";2.1;38468.16
232;"HP";"Notebook";15.6;1920;1080;0;"AMD";"A6-Series 9220";2.5;4;"0";"256";"SSD";"AMD";" Radeon R4 Graphics";"windows";1.9;21231.5472
233;"HP";"Notebook";13.3;1920;1080;0;"Intel";"Core i7";1.8;8;"0";"512";"SSD";"Intel";" UHD Graphics 620";"windows";1.5;58767.84
234;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.4;4;"0";"1024";"HDD";"Intel";" HD Graphics 620";"windows";2.4;20459.52
235;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"0";"256";"SSD";"AMD";" Radeon 520";"windows";2.1;40908.384
236;"Lenovo";"2 in 1 Convertible";13.9;3840;2160;1;"Intel";"Core i7";1.8;16;"0";"512";"SSD";"Intel";" UHD Graphics 620";"windows";1.4;98514.72
237;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"0";"128";"SSD";"Intel";" HD Graphics 520";"windows";1.9;23389.92
238;"Toshiba";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"0";"128";"SSD";"Intel";" HD Graphics 620";"windows";2.0;42251.04
239;"Xiaomi";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"0";"256";"SSD";"Nvidia";" GeForce MX150";"N/A";2.0;63882.72
240;"Asus";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"0";"256";"SSD";"Intel";" HD Graphics 620";"windows";2.0;31232.2032
241;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"2048";"256";"Hybrid";"Nvidia";" GeForce GTX 1070";"windows";2.4;130482.72
242;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"0";"1024";"HDD";"Intel";" HD Graphics 620";"windows";2.2;35004.96
243;"Dell";"Notebook";17.3;1920;1080;1;"Intel";"Core i7";1.8;16;"0";"512";"SSD";"Nvidia";" GeForce 150MX";"windows";2.8;82530.72
244;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"0";"1024";"HDD";"AMD";" Radeon R5 M430";"windows";2.2;30103.2
245;"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"0";"256";"SSD";"Intel";" HD Graphics 520";"linux";2.0;22111.2
246;"Dell";"Notebook";15.6;3840;2160;1;"Intel";"Core i7";2.8;16;"0";"512";"SSD";"Nvidia";" GeForce GTX 1050";"windows";2.1;127712.16
247;"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;16;"2048";"256";"Hybrid";"AMD";" Radeon 530";"windows";2.8;69210.72
248;"Dell";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i5";1.6;8;"0";"256";"SSD";"Intel";" UHD Graphics 620";"windows";2.7;42570.72
249;"Asus";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";1.8;8;"512";"512";"SSD";"Intel";" UHD Graphics 620";"windows";4.1;79866.72
250;"Dell";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";1.6;8;"0";"256";"SSD";"Intel";" UHD Graphics 620";"windows";1.7;46833.12
251;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i3";2.7;8;"0";"256";"SSD";"Intel";" HD Graphics 620";"N/A";1.7;31914.72
252;"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"0";"1024";"HDD";"Nvidia";" GeForce 930MX ";"windows";2.5;54239.04
253;"Asus";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";1.6;8;"0";"256";"SSD";"Intel";" UHD Graphics 620";"windows";1.4;50136.48
254;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"0";"256";"SSD";"Intel";" HD Graphics 620";"windows";1.9;36763.2
255;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"0";"256";"SSD";"Nvidia";" GeForce GTX 1050";"N/A";2.4;41505.12
256;"Asus";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"0";"512";"SSD";"Nvidia";" GeForce GTX 1050 Ti";"windows";1.8;105654.24
257;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"0";"256";"SSD";"Intel";" UHD Graphics 620";"windows";2.1;46886.4
258;"Acer";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";1.2;8;"0";"256";"SSD";"Intel";" HD Graphics 615";"windows";1.1;52693.92
259;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"0";"500";"HDD";"AMD";" Radeon 520";"windows";1.9;23373.4032
260;"HP";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"0";"256";"SSD";"Nvidia";" Quadro M1200";"windows";2.6;92615.0256
261;"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"1024";"128";"Hybrid";"AMD";" Radeon 530";"windows";2.8;57808.8
262;"Apple";"Ultrabook";13.3;2560;1600;0;"Intel";"Core i5";2.9;8;"0";"512";"SSD";"Intel";" Iris Graphics 550";"macos";1.4;104370.192
263;"HP";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;4;"0";"32";"SSD";"Intel";" HD Graphics 400";"windows";1.4;12201.12
264;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"0";"1024";"HDD";"Intel";" HD Graphics 620";"windows";1.9;29250.72
265;"Asus";"Gaming";17.3;1920;1080;0;"AMD";"Ryzen 1700";3.0;16;"1024";"256";"Hybrid";"AMD";" Radeon RX 580";"windows";3.2;82530.72
266;"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;12;"0";"1024";"HDD";"Nvidia";" GeForce GTX 1050 Ti";"linux";3.0;50562.72
267;"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.5;16;"0";"512";"SSD";"Nvidia";" GeForce 930M";"windows";2.4;74751.84
268;"Vero";"Notebook";14.0;1920;1080;0;"Intel";"Celeron Dual";1.1;4;"0";"32";"Flash Storage";"Intel";" HD Graphics 500";"windows";1.3;13852.8
269;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"0";"256";"SSD";"AMD";" Radeon 520";"linux";2.1;39164.5296
270;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"2048";"128";"Hybrid";"AMD";" Radeon 530";"windows";2.0;51729.552
271;"Microsoft";"Ultrabook";13.5;2256;1504;1;"Intel";"Core i5";2.5;4;"0";"128";"SSD";"Intel";" HD Graphics 620";"windows";1.3;58021.92
272;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"0";"1024";"HDD";"Intel";" HD Graphics 500";"N/A";2.2;17155.6272
273;"Xiaomi";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"0";"256";"SSD";"Nvidia";" GeForce MX150";"N/A";1.3;53274.672
274;"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";1.8;64;"0";"256";"SSD";"AMD";" Radeon 530";"windows";1.4;50882.4
275;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;"Intel";"Core i7";2.6;16;"0";"512";"SSD";"Intel";" HD Graphics 520";"windows";1.4;133146.72
276;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"0";"256";"SSD";"AMD";" Radeon 530";"windows";2.2;46353.6
277;"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i5";1.6;8;"0";"256";"SSD";"Nvidia";" GeForce MX150";"N/A";2.8;37189.44
278;"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i5";2.5;8;"1024";"128";"Hybrid";"Nvidia";" GeForce GTX 1050";"windows";2.7;58341.6
279;"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"0";"1024";"HDD";"Nvidia";" GeForce GTX 1050";"windows";2.7;53226.72
280;"Acer";"Notebook";14.0;1366;768;0;"Intel";"Core i3";2.0;8;"0";"1024";"HDD";"Intel";" HD Graphics 520";"windows";2.1;20725.92
281;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";1.8;8;"0";"1024";"HDD";"Intel";" UHD Graphics 620";"windows";1.6;44701.92
282;"Toshiba";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.5;8;"0";"500";"HDD";"Nvidia";" GeForce 930M";"windows";2.2;43263.36
283;"Dell";"Notebook";15.6;1366;768;1;"Intel";"Core i5";2.5;8;"0";"2048";"HDD";"Intel";" HD Graphics 620";"windows";2.4;29696.6736
284;"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.7;12;"0";"1024";"HDD";"Intel";" HD Graphics 620";"windows";2.3;37992.3696
285;"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"1024";"128";"Hybrid";"AMD";" Radeon 530";"linux";2.8;58554.72
286;"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"0";"1024";"HDD";"Nvidia";" GeForce GTX 1050";"windows";2.2;50562.72
287;"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";1.6;8;"0";"1024";"HDD";"Nvidia";" GeForce 930MX";"windows";2.5;48697.92
288;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"0";"1024";"HDD";"Nvidia";" GeForce MX130";"windows";2.2;39693.6
289;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"0";"2048";"HDD";"Intel";" HD Graphics 620";"N/A";2.2;27652.32
290;"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.6;8;"0";"256";"SSD";"Intel";" HD Graphics 620";"windows";1.4;76030.56
291;"Razer";"Gaming";17.3;3840;2160;1;"Intel";"Core i7";2.9;32;"0";"1024";"SSD";"Nvidia";" GeForce GTX 1080";"windows";3.5;324954.72
292;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"1024";"128";"Hybrid";"Intel";" UHD Graphics 620";"windows";2.0;45554.4
293;"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"0";"500";"HDD";"Intel";" HD Graphics 520";"windows";1.9;23389.92
294;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.7;4;"0";"1024";"HDD";"Nvidia";" GeForce MX130";"windows";2.2;28238.4
295;"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i3";2.0;4;"0";"1024";"HDD";"Intel";" HD Graphics 520";"windows";2.8;26053.92
296;"Asus";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"0";"256";"SSD";"Intel";" HD Graphics 620";"windows";2.0;50349.6
297;"Lenovo";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"0";"2048";"HDD";"Nvidia";" GeForce MX150";"N/A";2.8;45234.72
298;"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i5";2.5;6;"1024";"128";"Hybrid";"Nvidia";" GeForce GTX 940MX";"windows";2.8;38308.32
299;"Lenovo";"Notebook";17.3;1600;900;0;"Intel";"Core i7";2.7;6;"1024";"128";"Hybrid";"Nvidia";" GeForce 940MX";"windows";2.8;45767.52
300;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"0";"1024";"HDD";"AMD";" Radeon R5 M430";"linux";2.3;22803.84
301;"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"0";"1024";"HDD";"Intel";" HD Graphics 620";"windows";1.9;34045.92
302;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;8;"0";"256";"SSD";"Nvidia";" GeForce 920MX ";"N/A";2.2;26586.72
303;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"0";"256";"SSD";"Nvidia";" GeForce GTX 1050";"windows";2.5;44169.12
304;"HP";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.6;8;"0";"2048";"HDD";"Intel";" HD Graphics 405";"windows";2.0;20725.92
305;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;6;"0";"256";"SSD";"Intel";" HD Graphics 620";"windows";2.2;30849.12
306;"Dell";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";1.6;8;"1024";"128";"Hybrid";"AMD";" Radeon 530";"windows";2.8;57808.8
307;"Acer";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"0";"256";"SSD";"Nvidia";" GeForce MX150";"windows";3.0;50669.28
308;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"1024";"128";"Hybrid";"Nvidia";" GeForce GTX 1050";"N/A";2.4;43103.52
309;"Acer";"Notebook";15.6;1920;1080;1;"Intel";"Core i7";2.7;12;"0";"1024";"HDD";"Intel";" HD Graphics 620";"windows";2.2;35111.52
310;"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"0";"256";"SSD";"AMD";" Radeon R7 M445";"windows";2.3;47898.72
311;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"0";"256";"SSD";"Intel";" HD Graphics 630";"windows";2.0;58448.16
312;"HP";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";1.6;8;"0";"512";"SSD";"Intel";" UHD Graphics 620";"windows";1.5;51095.52
313;"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"1024";"256";"Hybrid";"Nvidia";" GeForce GTX 1050";"windows";3.4;73473.12
314;"HP";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;8;"0";"256";"SSD";"Intel";" HD Graphics 620";"windows";1.4;93240.0
315;"Asus";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"0";"256";"SSD";"Nvidia";" GeForce 940MX";"windows";1.7;52054.56
316;"Asus";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";2.7;12;"2048";"512";"Hybrid";"Nvidia";" GeForce GT 940MX";"windows";2.3;58554.72
317;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"1024";"256";"Hybrid";"Nvidia";" GeForce GTX 1050 Ti";"windows";2.5;62817.12
318;"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";1.8;8;"0";"256";"SSD";"Nvidia";" GeForce 930MX ";"windows";2.5;55677.6
319;"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i5";1.6;8;"1024";"128";"Hybrid";"Nvidia";" GeForce 930MX";"windows";2.5;52054.56
320;"Acer";"Notebook";15.6;1366;768;0;"AMD";"A9-Series 9420";3.0;4;"0";"128";"SSD";"AMD";" Radeon R5";"windows";2.1;22697.28
321;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"0";"1024";"HDD";"Nvidia";" GeForce 940MX";"N/A";2.2;35112.0528
322;"Dell";"Gaming";15.6;3840;2160;0;"Intel";"Core i7";2.8;16;"1024";"512";"Hybrid";"Nvidia";" GeForce GTX 1060";"windows";2.7;98301.6
323;"Dell";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i5";1.6;8;"0";"256";"SSD";"Intel";" UHD Graphics 620";"windows";1.9;58403.4048
324;"Apple";"Ultrabook";12.0;2304;1440;0;"Intel";"Core i5";1.3;8;"0";"512";"SSD";"Intel";" HD Graphics 615";"macos";0.9;80452.8
325;"Asus";"Gaming";17.3;1920;1080;0;"AMD";"Ryzen 1700";3.0;16;"1024";"256";"Hybrid";"AMD";" Radeon RX 580";"windows";3.3;117162.72
326;"Acer";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.5;2;"0";"16";"SSD";"Intel";" HD Graphics";"other";2.2;10602.72
